0,1.63
1,0.46
2,0.87
3,2.13
4,1.4
5,1.4
6,1.8
7,11.9
8,1.27
9,0.6
10,0.01
11,1.65
12,1.14
13,0.5
14,1.28
15,0.6
16,1.41
17,0.7
18,1.9
19,1.1
20,3.9
21,1.99
22,1.94
23,1.1
24,3.8
25,1.2
26,0.94
27,1.35
28,1.9
29,1.3
30,0.81
31,1.92
32,0.7
33,0.8
34,0.85
35,2.06
36,1.3
37,0.8
38,0.5
39,5.28
40,0.8
41,0.69
42,0.41
43,5.3
44,1.3
45,0.7
46,1.6
47,0.99
48,1.6
49,0.57
50,4.0
51,1.7
52,1.62
53,2.05
54,2.0
55,2.1
56,4.71
57,3.15
58,3.07
59,0.9
60,9.3
61,1.7
62,0.51
63,5.8
64,1.6
65,3.8
66,1.5
67,2.5
68,2.1
69,0.89
70,0.83
71,0.88
72,6.24
73,12.65
74,0.76
75,1.8
76,1.0
77,1.34
78,2.0
79,1.99
80,0.95
81,0.78
82,10.24
83,1.2
84,1.95
85,0.76
86,0.5
87,0.76
88,23.76
89,2.61
90,0.9
91,2.43
92,8.2
93,1.9
94,0.81
95,0.91
96,1.4
97,2.8
98,1.8
99,1.85
100,0.7
101,3.46
102,1.14
103,2.2
104,2.0
105,1.8
106,2.33
107,1.48
108,5.5
109,1.54
110,1.75
111,4.8
112,3.85
113,9.1
114,0.87
115,0.8
116,1.7
117,1.7
118,0.7
119,2.5
120,0.5
121,2.7
122,1.1
123,0.5
124,10.6
125,0.4
126,1.06
127,1.52
128,3.46
129,3.17
130,0.63
131,1.72
132,1.3
133,0.9
134,1.33
135,6.2
136,1.93
137,0.8
138,0.3
139,0.3
140,0.52
141,0.55
142,0.6
143,3.4
144,7.4
145,0.8
146,1.21
147,0.91
148,12.35
149,0.0
150,1.45
151,1.2
152,7.35
153,5.8
154,4.45
155,11.6
156,1.71
157,0.7
158,1.0
159,2.27
160,2.4
161,0.7
162,0.1
163,1.49
164,1.2
165,0.8
166,0.48
167,7.3
168,0.98
169,2.9
170,4.8
171,1.34
172,1.69
173,1.11
174,6.65
175,0.4
176,0.76
177,6.93
178,2.6
179,0.97
180,1.0
181,2.2
182,0.9
183,1.91
184,0.82
185,1.0
186,1.2
187,1.05
188,1.84
189,0.86
190,1.06
191,2.68
192,0.6
193,0.3
194,1.97
195,1.0
196,0.5
197,7.45
198,1.74
199,0.74
200,1.87
201,1.24
202,7.07
203,0.81
204,1.08
205,1.1
206,1.6
207,1.79
208,4.3
209,2.1
210,1.92
211,10.85
212,1.5
213,0.5
214,1.53
215,2.1
216,0.46
217,14.84
218,4.3
219,1.57
220,1.0
221,1.46
222,6.53
223,2.1
224,0.38
225,1.17
226,0.71
227,2.5
228,2.14
229,1.2
230,1.1
231,1.68
232,4.2
233,1.27
234,1.1
235,0.96
236,0.5
237,1.7
238,18.32
239,1.22
240,4.45
241,2.1
242,0.57
243,1.14
244,1.6
245,2.3
246,0.0
247,1.15
248,1.4
249,1.0
250,1.5
251,1.48
252,4.31
253,1.04
254,6.24
255,0.9
256,2.8
257,5.86
258,3.73
259,1.11
260,0.8
261,0.65
262,12.72
263,3.11
264,13.4
265,1.24
266,10.77
267,0.59
268,1.34
269,1.1
270,1.35
271,10.3
272,0.5
273,0.69
274,0.33
275,0.7
276,0.8
277,3.1
278,0.8
279,1.53
280,3.4
281,5.7
282,13.3
283,8.15
284,1.89
285,3.9
286,9.96
287,1.5
288,0.7
289,1.47
290,0.83
291,1.89
292,0.67
293,2.5
294,1.2
295,3.8
296,10.4
297,0.0
298,1.05
299,2.04
300,2.71
301,3.09
302,0.5
303,11.08
304,4.6
305,0.7
306,1.04
307,0.75
308,2.1
309,1.78
310,1.5
311,2.12
312,3.82
313,1.8
314,0.8
315,0.3
316,0.32
317,2.3
318,1.0
319,1.4
320,0.85
321,1.09
322,0.71
323,1.8
324,0.72
325,9.44
326,1.01
327,1.6
328,2.2
329,10.5
330,0.5
331,0.6
332,1.45
333,1.2
334,0.09
335,8.1
336,7.5
337,2.7
338,3.58
339,1.7
340,5.5
341,1.8
342,3.5
343,1.76
344,2.0
345,0.54
346,14.27
347,0.96
348,1.6
349,2.2
350,3.28
351,3.0
352,1.2
353,9.55
354,1.07
355,2.1
356,6.6
357,3.53
358,2.0
359,0.76
360,0.6
361,0.93
362,0.6
363,1.59
364,1.8
365,0.7
366,0.5
367,1.75
368,10.6
369,2.7
370,7.45
371,2.12
372,2.14
373,0.8
374,7.0
375,0.5
376,0.85
377,0.84
378,1.1
379,16.38
380,0.77
381,1.1
382,1.8
383,1.1
384,10.0
385,0.7
386,2.18
387,7.8
388,0.99
389,2.5
390,1.28
391,3.95
392,2.24
393,1.9
394,1.3
395,2.25
396,1.22
397,11.7
398,2.24
399,1.38
400,1.0
401,2.06
402,0.7
403,1.93
404,6.0
405,1.45
406,2.6
407,2.6
408,6.74
409,1.2
410,0.87
411,3.5
412,0.38
413,10.49
414,0.9
415,0.24
416,1.06
417,1.2
418,1.47
419,0.8
420,0.85
421,1.05
422,1.5
423,1.27
424,2.0
425,2.0
426,12.72
427,0.8
428,1.7
429,0.52
430,0.8
431,1.33
432,3.6
433,0.5
434,1.39
435,1.3
436,1.3
437,1.51
438,2.4
439,1.46
440,0.9
441,1.56
442,1.9
443,1.55
444,6.31
445,3.22
446,0.9
447,12.5
448,15.25
449,1.82
450,1.46
451,1.91
452,5.5
453,0.55
454,2.89
455,5.56
456,1.1
457,4.76
458,1.0
459,1.1
460,2.1
461,1.1
462,1.6
463,1.78
464,0.8
465,11.16
466,1.57
467,1.1
468,0.99
469,1.03
470,0.9
471,1.6
472,0.67
473,3.5
474,7.86
475,1.8
476,2.2
477,1.1
478,0.6
479,2.4
480,0.95
481,8.3
482,6.8
483,0.19
484,1.2
485,0.78
486,2.23
487,0.4
488,10.99
489,4.4
490,1.06
491,0.9
492,2.2
493,2.35
494,2.9
495,1.26
496,1.0
497,2.94
498,0.8
499,0.4
500,1.6
501,1.8
502,2.81
503,1.4
504,4.7
505,2.1
506,4.11
507,0.8
508,0.9
509,16.82
510,1.2
511,1.5
512,0.6
513,1.58
514,1.13
515,1.4
516,0.03
517,0.6
518,3.87
519,1.0
520,1.5
521,1.7
522,1.7
523,1.3
524,4.5
525,1.05
526,1.81
527,4.07
528,1.11
529,1.2
530,0.8
531,0.3
532,2.0
533,1.92
534,1.0
535,1.08
536,0.6
537,1.2
538,0.92
539,1.2
540,3.95
541,1.4
542,8.5
543,3.04
544,1.2
545,0.5
546,0.58
547,2.5
548,4.21
549,0.6
550,5.92
551,7.6
552,1.4
553,3.0
554,0.48
555,6.0
556,0.79
557,12.3
558,1.78
559,2.4
560,0.62
561,1.0
562,1.1
563,2.6
564,8.1
565,1.7
566,1.3
567,1.49
568,3.7
569,1.69
570,1.47
571,1.0
572,2.3
573,0.75
574,2.0
575,0.75
576,0.5
577,1.2
578,6.22
579,6.4
580,1.29
581,3.34
582,1.0
583,3.79
584,0.7
585,5.43
586,1.28
587,2.03
588,1.61
589,3.22
590,6.4
591,1.2
592,3.32
593,2.01
594,0.6
595,1.46
596,0.7
597,0.3
598,0.9
599,8.33
600,1.1
601,0.33
602,2.9
603,0.44
604,0.9
605,0.6
606,4.17
607,8.01
608,0.8
609,2.24
610,1.3
611,1.93
612,2.15
613,1.5
614,0.73
615,5.4
616,3.48
617,0.6
618,0.58
619,5.76
620,0.4
621,0.86
622,1.6
623,3.05
624,1.5
625,1.0
626,0.58
627,1.4
628,1.41
629,0.7
630,1.73
631,6.0
632,0.7
633,0.4
634,3.49
635,0.7
636,1.76
637,1.0
638,3.2
639,5.5
640,1.22
641,19.72
642,0.5
643,0.71
644,0.5
645,1.1
646,1.0
647,1.1
648,1.16
649,2.0
650,1.9
651,3.7
652,0.6
653,2.3
654,2.68
655,0.64
656,2.1
657,0.0
658,0.64
659,1.59
660,0.0
661,2.08
662,1.4
663,17.87
664,1.4
665,1.7
666,2.68
667,1.61
668,2.0
669,6.0
670,0.7
671,1.0
672,0.6
673,18.08
674,4.71
675,1.16
676,1.74
677,1.7
678,1.24
679,0.8
680,1.0
681,2.0
682,2.3
683,0.68
684,6.3
685,0.9
686,1.0
687,1.08
688,0.6
689,1.04
690,1.9
691,7.09
692,4.29
693,1.1
694,2.25
695,1.65
696,1.81
697,1.07
698,1.34
699,4.71
700,0.82
701,2.02
702,0.97
703,1.5
704,1.6
705,0.48
706,1.1
707,2.51
708,0.0
709,0.7
710,0.84
711,9.4
712,0.7
713,1.8
714,0.7
715,0.9
716,1.8
717,1.69
718,0.8
719,3.67
720,1.3
721,1.47
722,0.9
723,17.2
724,1.68
725,1.8
726,0.8
727,3.2
728,7.1
729,1.89
730,1.7
731,1.1
732,0.64
733,1.21
734,0.9
735,0.77
736,4.27
737,3.2
738,1.8
739,2.3
740,1.1
741,0.63
742,1.6
743,1.1
744,4.38
745,4.2
746,1.95
747,0.73
748,3.0
749,2.57
750,0.7
751,3.51
752,1.2
753,4.82
754,4.8
755,1.06
756,4.93
757,0.68
758,2.3
759,1.39
760,2.0
761,1.33
762,0.8
763,0.97
764,1.86
765,2.1
766,3.54
767,0.6
