0,17.8
1,8.3
2,11.0
3,17.16
4,10.3
5,10.55
6,16.3
7,73.84
8,15.8
9,6.3
10,52.8
11,14.8
12,11.3
13,6.6
14,8.8
15,4.8
16,15.36
17,8.8
18,19.12
19,7.3
20,19.55
21,14.12
22,13.3
23,12.36
24,26.75
25,10.55
26,8.8
27,8.8
28,11.8
29,10.3
30,9.3
31,15.8
32,6.8
33,6.3
34,9.36
35,12.3
36,13.55
37,14.75
38,7.85
39,24.96
40,7.56
41,9.96
42,5.76
43,33.35
44,14.15
45,6.3
46,15.8
47,6.8
48,10.3
49,5.3
50,30.94
51,12.3
52,11.3
53,14.75
54,12.8
55,17.3
56,22.88
57,27.25
58,13.3
59,12.3
60,34.84
61,16.8
62,5.8
63,30.8
64,24.96
65,34.56
66,11.15
67,12.3
68,15.36
69,7.3
70,9.3
71,14.04
72,18.8
73,63.55
74,9.36
75,15.8
76,8.5
77,17.76
78,12.96
79,13.8
80,10.56
81,11.3
82,43.8
83,12.35
84,15.3
85,9.75
86,6.3
87,7.54
88,94.0
89,16.56
90,15.8
91,14.76
92,34.3
93,18.36
94,7.56
95,9.3
96,13.3
97,16.56
98,14.3
99,12.3
100,5.8
101,27.8
102,8.8
103,23.15
104,17.15
105,12.8
106,14.76
107,12.96
108,27.3
109,9.8
110,13.56
111,29.75
112,15.8
113,36.35
114,5.8
115,9.95
116,14.3
117,11.75
118,8.15
119,14.3
120,5.8
121,26.0
122,10.3
123,8.15
124,58.0
125,5.8
126,11.16
127,10.3
128,20.16
129,29.76
130,5.3
131,15.36
132,12.8
133,8.3
134,11.76
135,23.3
136,9.3
137,6.3
138,6.95
139,5.15
140,4.8
141,7.3
142,12.3
143,24.96
144,34.34
145,7.3
146,12.25
147,6.3
148,65.42
149,4.3
150,12.96
151,7.8
152,25.3
153,21.8
154,30.96
155,52.55
156,14.3
157,6.95
158,11.3
159,14.8
160,20.76
161,7.8
162,52.8
163,10.3
164,20.75
165,8.75
166,5.3
167,32.15
168,9.36
169,21.3
170,25.5
171,16.56
172,7.8
173,7.8
174,45.96
175,4.3
176,8.16
177,26.3
178,19.1
179,9.36
180,9.3
181,13.3
182,11.3
183,10.3
184,10.56
185,11.6
186,12.09
187,11.8
188,14.16
189,9.3
190,13.8
191,17.8
192,6.24
193,5.76
194,22.56
195,7.8
196,12.3
197,32.16
198,10.56
199,7.56
200,14.3
201,12.3
202,35.16
203,5.3
204,13.55
205,9.96
206,15.36
207,10.3
208,21.3
209,11.3
210,11.8
211,63.55
212,11.62
213,6.3
214,9.96
215,20.15
216,7.25
217,58.01
218,32.83
219,13.56
220,13.3
221,9.3
222,19.8
223,14.3
224,7.56
225,9.8
226,9.36
227,20.75
228,12.8
229,8.3
230,11.3
231,18.36
232,17.3
233,9.3
234,9.35
235,10.3
236,5.8
237,9.35
238,61.94
239,19.56
240,22.8
241,21.8
242,7.8
243,12.36
244,11.3
245,11.8
246,3.3
247,9.8
248,16.6
249,9.96
250,10.8
251,11.0
252,30.8
253,10.3
254,38.5
255,7.3
256,16.3
257,24.3
258,20.16
259,14.16
260,7.55
261,7.54
262,43.8
263,21.3
264,47.85
265,8.3
266,42.36
267,5.3
268,11.76
269,9.36
270,13.5
271,31.3
272,9.8
273,13.3
274,7.54
275,9.3
276,7.3
277,17.8
278,6.3
279,9.3
280,15.35
281,20.3
282,47.85
283,35.76
284,24.36
285,27.87
286,54.41
287,15.38
288,9.79
289,11.8
290,19.89
291,11.8
292,7.3
293,16.3
294,12.8
295,24.95
296,39.63
297,2.3
298,12.09
299,16.56
300,15.3
301,14.3
302,7.5
303,62.21
304,19.3
305,8.3
306,11.8
307,8.19
308,12.8
309,26.62
310,8.8
311,17.76
312,15.3
313,14.18
314,7.55
315,4.3
316,5.8
317,18.96
318,6.8
319,10.37
320,9.8
321,13.8
322,7.88
323,12.96
324,9.3
325,54.84
326,9.3
327,14.75
328,11.3
329,47.34
330,5.75
331,7.3
332,11.8
333,14.3
334,4.3
335,36.35
336,24.8
337,24.35
338,30.36
339,14.75
340,27.87
341,9.8
342,20.8
343,14.75
344,10.91
345,6.96
346,52.8
347,15.36
348,11.8
349,14.15
350,28.56
351,14.75
352,14.15
353,41.0
354,7.3
355,11.3
356,32.75
357,24.8
358,12.8
359,5.3
360,7.25
361,8.16
362,6.8
363,17.8
364,15.96
365,9.55
366,6.8
367,11.76
368,57.39
369,14.3
370,37.34
371,13.8
372,15.8
373,8.5
374,25.8
375,6.8
376,8.76
377,9.75
378,8.8
379,60.8
380,9.96
381,13.35
382,16.8
383,8.75
384,44.34
385,7.55
386,16.3
387,24.3
388,13.8
389,19.3
390,8.8
391,31.56
392,13.56
393,13.35
394,14.8
395,9.3
396,14.76
397,69.95
398,18.96
399,11.8
400,8.8
401,17.8
402,12.3
403,13.3
404,24.8
405,12.09
406,15.8
407,19.3
408,27.25
409,11.75
410,9.1
411,15.37
412,5.3
413,44.84
414,9.35
415,5.16
416,7.3
417,14.3
418,10.8
419,9.95
420,11.0
421,14.76
422,15.3
423,17.3
424,14.15
425,12.8
426,57.96
427,8.8
428,12.8
429,5.8
430,9.35
431,9.36
432,16.3
433,10.8
434,8.8
435,12.42
436,6.8
437,12.3
438,16.56
439,12.3
440,6.3
441,11.3
442,15.3
443,14.12
444,23.3
445,14.3
446,7.8
447,57.92
448,71.29
449,14.3
450,8.8
451,12.3
452,23.15
453,7.25
454,27.25
455,39.12
456,7.3
457,45.3
458,13.8
459,7.8
460,16.55
461,10.8
462,13.55
463,11.3
464,14.15
465,59.21
466,11.16
467,9.8
468,8.16
469,7.3
470,7.3
471,12.96
472,4.8
473,24.8
474,29.16
475,11.8
476,15.8
477,13.5
478,6.95
479,22.85
480,7.8
481,44.79
482,40.56
483,6.8
484,14.8
485,6.3
486,17.25
487,5.75
488,51.14
489,23.3
490,13.5
491,8.8
492,18.3
493,21.36
494,26.15
495,13.8
496,9.8
497,14.8
498,9.8
499,5.8
500,10.3
501,14.8
502,12.8
503,12.35
504,33.5
505,13.8
506,20.38
507,9.3
508,7.3
509,63.34
510,10.8
511,13.8
512,7.56
513,10.56
514,11.3
515,12.8
